XLSX,XLSM,PDF,DWG,SCANNED,DRAWING NAME,Rev,DIA,DIA_1,FACE,FACE_1,BEARINGMAX,BEARINGMIN,STEPS,OEM,TYPE,CUST,OriginatingCustomer,CUSTPN,CUSTREV,NEWBASEPRICE,Date,SUBCONTRACTOR,PRODUCTCODE,PREVPARTNo,DATECREATED,PartNo
#N/A,N41060.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41060.xlsm#,#N/A,N41060.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41060.dwg#,N41060_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41060_SCANNED.PDF#,N41060,A,3.438,3.438,25,25,1,0.9995,3,KEMPSMITH MACHINE CO.,"25""","CARDINAL BRANDS, MEXICO","CARDINAL BRANDS, MEXICO",PO,*,,1-Sep-09,,N,,3-Sep-09,N41060
#N/A,N41061.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41061.xlsm#,#N/A,N41061.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41061.dwg#,#N/A,N41061,*,2.708,2.708,13.78,13.78,0.9848,0.9844,4,SMAG,"13""","LABELWORX, PA","LABELWORX, PA",PO104819001,*,,2-Sep-09,,N,,3-Sep-09,N41061
#N/A,N41062.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41062.xlsm#,#N/A,N41062.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41062.dwg#,N41062_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41062_SCANNED.PDF#,N41062,*,3.465,3.465,14.961,14.96,0.7879,0.7875,3,FLEXOCHILE,"14""",,DAVIS GRAPHICS - CHILE,PO,*,,9-Sep-09,,N,,3-Sep-09,N41062
#N/A,N41063.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41063.xlsm#,#N/A,N41063.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41063.dwg#,N41063_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41063_SCANNED.PDF#,N41063,*,12,12,5.25,5.25,3.002 BORE,3.001 BORE,0,STOLLE,REXAM/EGYPT BASECOATER,,STOLLE,222017776,*,,15-Sep-09,,N,,24-Sep-09,N41063
#N/A,N41064.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41064.xlsm#,#N/A,N41064.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41064.dwg#,N41064_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41064_SCANNED.PDF#,N41064,*,12,12,5.25,5.25,3.002 BORE,3.001 BORE,0,STOLLE,REXAM/EGYPT OVERVARNISH,,STOLLE,222029062,*,,15-Sep-09,,N,,24-Sep-09,N41064
#N/A,N41065.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41065.xlsm#,#N/A,N41065.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41065.dwg#,N41065_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41065_SCANNED.PDF#,N41065,*,2.52,2.52,23.622,23.62,0.6697,0.6694,3,UNKNOWN,"23"" SICOSA",PRINTAFLEX S.A. DE CV,PRINTAFLEX S.A. DE CV,PO104824301,*,,22-Sep-09,,N,,24-Sep-09,N41065
#N/A,N41066.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41066.xlsm#,#N/A,N41066.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41066.dwg#,N41066_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41066_SCANNED.PDF#,N41066,*,4.454,4.454,23.75,23.75,1.1811,1.1806,5,F.L. SMITHE,"23"" SR",WESTERN STATES ENVELOPE,WESTERN STATES ENVELOPE,PO2383904,*,,23-Sep-09,,N,,1-Oct-09,N41066
#N/A,N41067.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41067.xlsm#,#N/A,N41067.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41067.dwg#,N41067_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41067_SCANNED.PDF#,N41067,*,3.503,3.503,19,19,1.0005,0.9995,2,KEMPSMITH MACHINE CO.,"19""",STS FILING PRODUCTS,STS FILING PRODUCTS,PO104824601,*,,6-Oct-09,,N,,6-Oct-09,N41067
#N/A,N41068.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41068.xlsm#,#N/A,N41068.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41068.dwg#,#N/A,N41068,*,4.008,4.008,17.717,17.71,1.1816,1.1812,4,W & D,627 TETRAFLEX,CENVEO,CENVEO,PO104829901,*,,1-Mar-06,,N,,6-Oct-09,N41068
#N/A,N41069.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41069.xlsm#,#N/A,N41069.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41069.dwg#,N41069_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41069_SCANNED.PDF#,N41069,*,3.183,3.183,22,22,1,0.9995,2,"TRADEMARK MACHINE, INC.","22""",INTERMEC MEDIA PRODUCTS,INTERMEC MEDIA PRODUCTS,PO,*,,14-Oct-09,,N,,15-Oct-09,N41069
#N/A,N41070.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41070.xlsm#,#N/A,N41070.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41070.dwg#,#N/A,N41070,*,2.5,2.5,23.622,23.62,0.6697,0.6694,3,UNKNOWN,"23""",ROTOPAC DEL GOLFO,ROTOPAC DEL GOLFO,PO104844901,*,,6-Nov-09,,N,,10-Nov-09,N41070
#N/A,N41071.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41071.xlsm#,#N/A,N41071.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41071.dwg#,N41071_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41071_SCANNED.PDF#,N41071,*,3.51,3.51,37.75,37.75,0.6695,0.6692,4,WOLVERINE,"37"" CUB-LINE CUB-PRINTER",,AUTOMATED PACKAGING #17149 - OHIO,NA-11-A,*,,13-May-08,,N,,10-Nov-09,N41071
N41072.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41072.xlsx#,N41072.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41072.xlsm#,#N/A,N41072.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41072.dwg#,N41072_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41072_SCANNED.PDF#,N41072,A,2.9056,2.905,18.375,18.37,0.7881,0.7877,4,MARK ANDY,"18""  MODIFIED SNAP","YERECIC LABEL, PA","YERECIC LABEL, PA",PO,*,,17-Nov-09,,N,,18-Nov-09,N41072
#N/A,N41073.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41073.xlsm#,#N/A,N41073.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41073.dwg#,N41073_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41073_SCANNED.PDF#,N41073,*,4.933,4.933,18,18,1.1817,1.1812,4,"RETROFLEX, INC.","18""",,"RETROFLEX, INC.",21001195-003,*,,19-Nov-09,,N,,19-Nov-09,N41073
#N/A,N41074.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41074.xlsm#,#N/A,N41074.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41074.dwg#,N41074_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41074_SCANNED.PDF#,N41074,*,0.752,0.752,4.488,4.488,0.3752,0.3749,1,UNKNOWN,"4""",ALUMINIOS DEL URUGUAY,ALUMINIOS DEL URUGUAY,1826,*,,23-Nov-09,,N,,24-Nov-09,N41074
#N/A,N41075.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41075.xlsm#,#N/A,N41075.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41075.dwg#,N41075_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41075_SCANNED.PDF#,N41075,A,3.515,3.515,18.75,18.75,1.1816,1.1811,4,PROPHETEER,MODIFIED 1700 ECHOLITE,MAGNETIC TICKET LABEL,MAGNETIC TICKET LABEL,30-722 MODIFIED,6,,3-Dec-09,,N,,3-Dec-09,N41075
N41076.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41076.xlsx#,N41076.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41076.xlsm#,#N/A,N41076.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41076.dwg#,N41076_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41076_SCANNED.PDF#,N41076,C,3.821,3.821,14.5,14.5,0.9847,0.9844,5,MARK ANDY,"13"" VERICUT",,MARK ANDY,540279,D,,4-Dec-09,,N,,10-Dec-09,N41076
#N/A,N41077.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41077.xlsm#,#N/A,N41077.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41077.dwg#,N41077_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41077_SCANNED.PDF#,N41077,*,2.543,2.543,9.125,9.125,0.4722,0.4717,3,NILPETER,MODIFIED F-2400,ETIFILM S.A. DE CV ( MEXICO),ETIFILM S.A. DE CV ( MEXICO),PO,*,,15-Dec-09,,N,,15-Dec-09,N41077
#N/A,N41078.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41078.xlsm#,#N/A,N41078.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41078.dwg#,N41078_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41078_SCANNED.PDF#,N41078,*,3.82,3.82,20.75,20.75,1.1813,1.181,4,AQUAFLEX,"20""",W.S. PACKAGING - SENECA,W.S. PACKAGING - SENECA,030-0665,01,,16-Dec-09,,N,,16-Dec-09,N41078
#N/A,N41079.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41079.xlsm#,#N/A,N41079.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41079.dwg#,N41079_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41079_SCANNED.PDF#,N41079,*,3.929,3.929,29.606,29.6,0.9848,0.9844,3,EVERGREEN PACKAGING,SOLID PRESS #1 & #2 ADHESIVE STATION,,"EVERGREEN PACKAGING - PLANT CITY, FL",B-142879G,*,,21-Dec-09,,N,,5-Jan-10,N41079
#N/A,N41080.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41080.xlsm#,#N/A,N41080.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41080.dwg#,N41080_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41080_SCANNED.PDF#,N41080,A,3.82,3.82,26.75,26.75,1.1813,1.181,5,AQUAFLEX,MACHINE #57,VITEX,VITEX,A-65248,*,,21-Dec-09,,N,,22-Jan-10,N41080
#N/A,N41081.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41081.xlsm#,#N/A,N41081.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41081.dwg#,N41081_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41081_SCANNED.PDF#,N41081,*,2.865,2.865,11.25,11.25,0.9997,0.9992,2,AQUAFLEX,"11""",GC LABELS,GC LABELS,A-92021,*,,22-Jan-10,,N,,22-Jan-10,N41081
#N/A,N41082.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41082.xlsm#,#N/A,N41082.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41082.dwg#,N41082_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41082_SCANNED.PDF#,N41082,*,9.025,9.025,8.126,8.126,4.531 BORE,4.528 BORE,0,STOLLE,8CD6-34-167,,STOLLE,8CD6-34-167,*,,27-Jan-10,,N,,29-Jan-10,N41082
#N/A,#N/A,#N/A,N41083.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41083.dwg#,N41083_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41083_SCANNED.PDF#,N41083,A,2.9056,2.905,10.375,10.37,0.7881,0.7877,4,MARK ANDY,"13"" PERFORMANCE SERIES",(DRAWING IS OBSOLETE - SEE DRAWING #N41184),(DRAWING IS OBSOLETE - SEE DRAWING #N41184),540277-B,*,,27-Jan-10,,N,,29-Jan-10,N41083
#N/A,#N/A,#N/A,N41084.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41084.dwg#,N41084_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41084_SCANNED.PDF#,N41084,A,2.9056,2.905,13.375,13.37,0.7881,0.7877,4,MARK ANDY,"13"" PERFORMANCE SERIES",(DRAWING IS OBSOLETE - SEE DRAWING #N41154),(DRAWING IS OBSOLETE - SEE DRAWING #N41154),540276-B,A,,29-Jan-10,,N,,29-Jan-10,N41084
#N/A,N41085.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41085.xlsm#,#N/A,N41085.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41085.dwg#,N41085_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41085_SCANNED.PDF#,N41085,A,2.911,2.911,13.38,13.38,0.7498,0.7493,2,DELTA INDUSTRIAL,"13"" FLEX PRINTER",,"DELTA CARD, MN",2207084A,A,,9-Feb-10,,N,,17-Feb-10,N41085
#N/A,N41086.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41086.xlsm#,#N/A,N41086.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41086.dwg#,N41086_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41086_SCANNED.PDF#,N41086,*,3.82,3.82,14.25,14.25,0.9997,0.9992,3,AQUAFLEX,"13"" (QX) INSTAFLEX ECHOLITE","W.S. PACKAGING - ALGOMA, WI","W.S. PACKAGING - ALGOMA, WI",PO,*,,16-Feb-10,,N,,17-Feb-10,N41086
#N/A,N41087.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41087.xlsm#,#N/A,N41087.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41087.dwg#,N41087_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41087_SCANNED.PDF#,N41087,*,3.952,3.952,W3,W3,1.3785,1.3781,4,COMCO,PRO GLIDE ECHOLITE,"W.S. PACKAGING - ALGOMA, WI","W.S. PACKAGING - ALGOMA, WI",PO,*,,16-Feb-10,,N,,17-Feb-10,N41087
N41088.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41088.xlsx#,N41088.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41088.xlsm#,#N/A,N41088.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41088.dwg#,N41088_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41088_SCANNED.PDF#,N41088,A,2.911,2.911,10.38,10.38,0.7498,0.7493,2,MARK ANDY,2200 SOLID,"W.S. PACKAGING - ALGOMA, WI","W.S. PACKAGING - ALGOMA, WI",PO,*,,17-Feb-10,,N,,17-Feb-10,N41088
#N/A,N41089.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41089.xlsm#,#N/A,N41089.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41089.dwg#,N41089_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41089_SCANNED.PDF#,N41089,A,3.952,3.952,W1,W1,1.3785,1.3781,3,COMCO,COMMANDER,"W.S. PACKAGING - ALGOMA, WI","W.S. PACKAGING - ALGOMA, WI",PO,*,,17-Feb-10,,N,,17-Feb-10,N41089
N41090.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41090.xlsx#,N41090.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41090.xlsm#,#N/A,N41090.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41090.dwg#,N41090_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41090_SCANNED.PDF#,N41090,A,2.911,2.911,13.38,13.38,0.7498,0.7493,2,MARK ANDY,2200 ECHOLITE,"W.S. PACKAGING - ALGOMA, WI","W.S. PACKAGING - ALGOMA, WI",PO,*,,17-Feb-10,,N,,17-Feb-10,N41090
N41091.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41091.xlsx#,N41091.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41091.xlsm#,#N/A,N41091.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41091.dwg#,N41091_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41091_SCANNED.PDF#,N41091,A,3.945,3.945,A,A,0.7498,0.7493,2,MARK ANDY,LP3000/5000,"W.S. PACKAGING - ALGOMA, WI","W.S. PACKAGING - ALGOMA, WI",PO,*,,17-Feb-10,,N,,17-Feb-10,N41091
N41092.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41092.xlsx#,N41092.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41092.xlsm#,#N/A,N41092.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41092.dwg#,N41092_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41092_SCANNED.PDF#,N41092,*,2.911,2.911,13.38,13.38,0.7498,0.7493,2,MARK ANDY,"13"" 2200 HAP",HARPER ASIA PACIFIC,HARPER ASIA PACIFIC,PO,*,,17-Feb-10,,N,,23-Feb-10,N41092
N41093.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41093.xlsx#,N41093.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41093.xlsm#,#N/A,N41093.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41093.dwg#,N41093_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41093_SCANNED.PDF#,N41093,*,2.913,2.913,17.38,17.38,0.7498,0.7493,2,MARK ANDY,"17"" 2200 HAP",HARPER ASIA PACIFIC,HARPER ASIA PACIFIC,PO,*,,17-Feb-10,,N,,23-Feb-10,N41093
#N/A,N41094.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41094.xlsm#,#N/A,N41094.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41094.dwg#,N41094_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41094_SCANNED.PDF#,N41094,*,4.006,4.006,17.716,17.71,1.1815,1.1812,4,W & D,"17"" MODEL T-32",,TENSION ENVELOPE,2092,*,,24-Feb-10,,N,,25-Feb-10,N41094
#N/A,N41095.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41095.xlsm#,#N/A,N41095.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41095.dwg#,N41095_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41095_SCANNED.PDF#,N41095,*,2.545,2.545,7.75,7.75,0.6252,0.6249,2,WEBTRON,750 QUICK CHANGE,"ACE LABEL SYSTEMS, MN","ACE LABEL SYSTEMS, MN",PO2963101,*,,3-Mar-10,,N,,3-Mar-10,N41095
#N/A,#N/A,#N/A,N41096.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41096.dwg#,#N/A,N41096,*,2.868,2.868,18,18,1.1816,1.1812,6,"RETROFLEX, INC.","18""","RX SYSTEMS - ST. CHARLES, MO","RX SYSTEMS - ST. CHARLES, MO",PO104897801,*,,4-Mar-10,,N,,5-Mar-10,N41096
#N/A,N41097.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41097.xlsm#,#N/A,N41097.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41097.dwg#,N41097_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41097_SCANNED.PDF#,N41097,A,4.81,4.81,13.375,13.37,0.985,0.9846,3,EMTECH LLC (EVERS),"13""",,"TETRAPACK, MO",140AN5P13375,*,,16-Mar-10,,N,,5-Mar-10,N41097
#N/A,N41098.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41098.xlsm#,#N/A,N41098.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41098.dwg#,N41098_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41098_SCANNED.PDF#,N41098,*,3.979,3.979,23.5,23.5,0.7872,0.7867,3,"TELSTAR ENGINEERING, INC.","23"" UV FLEXO PRINTER",,"ROCK TENN - MARION, NC",UVF-2001,*,,18-Mar-10,,N,,18-Mar-10,N41098
#N/A,N41099.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41099.xlsm#,#N/A,N41099.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41099.dwg#,N41099_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41099_SCANNED.PDF#,N41099,*,3.937,3.937,32.283,32.28,0.9849,0.9837,3,"AMERICAN PLAST, SA","32""",,SERBOS,PO,*,,23-Mar-10,,N,,25-Mar-10,N41099
#N/A,N41100.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41100.xlsm#,#N/A,N41100.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41100.dwg#,N41100_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41100_SCANNED.PDF#,N41100,*,3.002,3.002,15.625,15.62,0.6252,0.6249,3,CIRCLE PRESS,"15""",ARCADE MARKETING,ARCADE MARKETING,PO105122101,*,,15-Apr-10,,N,,16-Apr-10,N41100
#N/A,N41101.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41101.xlsm#,#N/A,N41101.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41101.dwg#,#N/A,N41101,*,3.008,3.008,22,22,1.188,1.187,2,UNKNOWN,"22""",MANSFIELD PAPER CO.,MANSFIELD PAPER CO.,PO105128501,*,,7-May-10,,N,,11-May-10,N41101
#N/A,N41102.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41102.xlsm#,#N/A,N41102.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41102.dwg#,N41102_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41102_SCANNED.PDF#,N41102,A,3.183,3.183,14.488,14.48,0.9846,0.9841,2,KO-PACK,"14"" MODEL #333","INTERPRESS TECHNOLOGIES, CA","INTERPRESS TECHNOLOGIES, CA",PO102192303,*,,19-May-10,,N,,21-May-10,N41102
N41103.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41103.xlsx#,#N/A,#N/A,N41103.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41103.dwg#,N41103_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41103_SCANNED.PDF#,N41103,B,4.456,4.456,15.512,15.51,0.9847,0.9841,4,OMET,VARYFLEX - VF340 STAINLESS STEEL JOURNALS,,HARPER CORPORATION,92092 REV 3,3,,21-May-10,,N,,21-May-10,N41103
N41104.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41104.xlsx#,#N/A,#N/A,N41104.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41104.dwg#,N41104_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41104_SCANNED.PDF#,N41104,B,4.456,4.456,19.055,19.05,0.9847,0.9841,4,OMET,VARYFLEX - VF430 STAINLESS STEEL JOURNALS,,HARPER CORPORATION,92092 REV 3,3,,21-May-10,,N,,21-May-10,N41104
#N/A,N41105.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41105.xlsm#,#N/A,N41105.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41105.dwg#,N41105_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41105_SCANNED.PDF#,N41105,*,3.952,3.952,W3,W3,1.3785,1.3781,4,COMCO,PRO GLIDE ECHOLITE,SMYTH CO. - MN,SMYTH CO. - MN,120-18047,B,,25-May-10,,N,,27-May-10,N41105
#N/A,N41106.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\N41106.xlsm#,#N/A,N41106.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\FP DRAWINGS\N41106.dwg#,N41106_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\N41106_SCANNED.PDF#,N41106,B,4.456,4.456,22.598,22.59,0.9847,0.9841,4,OMET,VARYFLEX - VF530 STAINLESS STEEL JOURNALS,SMYTH CO. - MN,SMYTH CO. - MN,92092 REV 2 - MODIFIED,2,,26-May-10,,N,,27-May-10,N41106
