XLSX,XLSM,PDF,DWG,SCANNED,DRAWING NAME,Rev,DIA,DIA_1,FACE,FACE_1,BEARINGMAX,BEARINGMIN,STEPS,OEM,TYPE,CUST,OriginatingCustomer,CUSTPN,CUSTREV,NEWBASEPRICE,Date,SUBCONTRACTOR,PRODUCTCODE,PREVPARTNo,DATECREATED,PartNo
W11665.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11665.xlsx#,#N/A,#N/A,W11665.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11665.dwg#,W11665_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11665_SCANNED.PDF#,W11665,*,5.885,5.885,57.48,57.48,1.7725,1.7718,5,BIELLONI,"57""","IMAFLEX - THOMASVILLE, NC","IMAFLEX - THOMASVILLE, NC",PO108616101,*,,6-Oct-16,,W,,20-Oct-16,W11665
#N/A,W11666.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11666.xlsm#,#N/A,W11666.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11666.dwg#,#N/A,W11666,*,,,,,,,,,,,,,,,,,W,,20-Oct-16,W11666
#N/A,W11667.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11667.xlsm#,#N/A,W11667.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11667.dwg#,#N/A,W11667,*,5.736,5.736,28.346,28.34,1.3785,1.3781,7,OMET,"28""",MTS/OMNICELL,MTS/OMNICELL,PO108618301,*,,26-Oct-16,,W,,10-Nov-16,W11667
W11668.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11668.xlsx#,#N/A,#N/A,W11668.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11668.dwg#,#N/A,W11668,*,7.008,7.008,57,57,1.5753,1.5749,7,KIDDER,"57""",AMPAC PAPER,AMPAC PAPER,PO108620801,*,,4-Nov-16,,W,,10-Nov-16,W11668
W11669.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11669.xlsx#,#N/A,#N/A,W11669.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11669.dwg#,#N/A,W11669,*,7.002,7.002,73,73,1.937,1.936,1,KOPPERS,"73""","FREEPORT PAPER - ISLANDIA,NY","FREEPORT PAPER - ISLANDIA,NY",PO108625201,*,,24-Nov-16,,W,,7-Dec-16,W11669
#N/A,#N/A,#N/A,W11669A.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11669A.dwg#,#N/A,W11669A,*,1.249,1.249,11.8,11.8,1.249,1.248,2,KOPPERS,"73"" - JOURNAL","FREEPORT PAPER - ISLANDIA,NY","FREEPORT PAPER - ISLANDIA,NY",PO108625201,*,,24-Nov-16,,W,,8-Dec-16,W11669A
#N/A,#N/A,#N/A,W11670.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11670.dwg#,#N/A,W11670,*,7.457,7.457,42.913,42.91,1.969,1.9686,2,KBA,"42""",WESTROCK - CANADA,WESTROCK - CANADA,PO108618601,*,,3-Nov-16,,W,,9-Dec-16,W11670
W11671.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11671.xlsx#,#N/A,#N/A,W11671.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11671.dwg#,W11671_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11671_SCANNED.PDF#,W11671,*,7.457,7.457,42.913,42.91,1.969,1.9686,2,KBA,"42""",ESSENTRA - NEW JERSEY,ESSENTRA - NEW JERSEY,PO102424403,*,,6-Dec-16,,W,,7-Dec-16,W11671
#N/A,W11672.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11672.xlsm#,#N/A,W11672.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11672.dwg#,W11672_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11672_SCANNED.PDF#,W11672,*,7.937,7.937,53,53,2.436,2.435,2,"CURWOOD, INC.","53"" LINE SHAFT MACHINE",BEMIS CURWOOD NEW LONDON,BEMIS CURWOOD NEW LONDON,1398-B,*,,30-Dec-17,,W,,7-Dec-16,W11672
#N/A,W11673.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11673.xlsm#,#N/A,W11673.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11673.dwg#,#N/A,W11673,A,7.173,7.173,42.126,42.12,2.039 TAPER,1.975 TAPER,3,MAN ROLAND,"42"" STEEL",FLOWER CITY PRINTING,FLOWER CITY PRINTING,PO108187602,*,,3-Jan-17,,W,,7-Dec-16,W11673
W11674.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11674.xlsx#,#N/A,#N/A,W11674.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11674.dwg#,W11674_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11674_SCANNED.PDF#,W11674,*,5.098,5.098,39.862,39.86,1.5753,1.5749,5,UNKNOWN,"39""",PAMOLSA,PAMOLSA,PO,*,,14-Dec-16,,W,,4-Jan-17,W11674
#N/A,W11675.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11675.xlsm#,#N/A,W11675.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11675.dwg#,#N/A,W11675,*,5.101,5.101,37,37,1.3785,1.3781,3,UNKNOWN,"36""",MPF ACQUISITIONS,MPF ACQUISITIONS,PO108639701,*,,27-Dec-16,,W,,4-Jan-17,W11675
#N/A,W11676.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11676.xlsm#,#N/A,W11676.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11676.dwg#,#N/A,W11676,*,5.521,5.521,23.5,23.5,1.5,1.4995,5,HG WEBER,"23""",RX SYSTEMS,RX SYSTEMS,PO106219602,*,,10-Jan-17,,W,,4-Jan-17,W11676
W11677.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11677.xlsx#,#N/A,#N/A,W11677.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11677.dwg#,W11677_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11677_SCANNED.PDF#,W11677,*,7.88,7.88,55.512,55.51,1.9689,1.9683,6,FISCHER & KRECKE,"55""",WESTROCK,WESTROCK,PO15754602,*,,31-Jan-17,,W,,4-Jan-17,W11677
W11678.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11678.xlsx#,#N/A,#N/A,W11678.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11678.dwg#,W11678_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11678_SCANNED.PDF#,W11678,*,10.315,10.31,111,111,1.9687,1.9684,6,THE WARDMACHINERY CO.,"111""",ENVASES IMPRESOS - CHILE,ENVASES IMPRESOS - CHILE,PO,*,,30-Jan-17,,W,,4-Jan-17,W11678
W11679.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11679.xlsx#,#N/A,#N/A,W11679.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11679.dwg#,W11679_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11679_SCANNED.PDF#,W11679,*,4.865,4.865,42.126,42.12,1.3785,1.3781,4,UNKNOWN,"42""",POLY-AMERICA,POLY-AMERICA,PO600166003,*,,28-Feb-17,,W,,4-Jan-17,W11679
W11680.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11680.xlsx#,#N/A,#N/A,W11680.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11680.dwg#,W11680_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11680_SCANNED.PDF#,W11680,*,7.002,7.002,59.449,59.44,1.969,1.9686,4,W & H,"59""",AMERICAN PACKAGING,AMERICAN PACKAGING,PO108640301,*,,14-Feb-17,,W,,4-Jan-17,W11680
#N/A,W11681.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11681.xlsm#,#N/A,W11681.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11681.dwg#,W11681_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11681_SCANNED.PDF#,W11681,*,5.997,5.997,57.874,57.87,1.7724,1.7718,6,BEILLONI,"57""",,"PLASTICOS MULTIFILM, S.A.",,*,,17-Feb-17,,W,,15-Mar-17,W11681
W11682.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11682.xlsx#,#N/A,#N/A,W11682.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11682.dwg#,#N/A,W11682,*,7.003,7.003,24,24,1.9689,1.9683,5,ROBINETTE CO.,"24""",,,,*,,29-Mar-17,,W,,15-Mar-17,W11682
#N/A,W11683.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11683.xlsm#,#N/A,W11683.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11683.dwg#,#N/A,W11683,A,7.886,7.886,90.551,90.55,1.5753,1.5749,5,UNKNOWN,"90""","SUDDEKOR - LONGMEADOW, MA","SUDDEKOR - LONGMEADOW, MA",PO106287104,*,,3-Mar-17,,W,,15-Mar-17,W11683
#N/A,#N/A,#N/A,W11684.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11684.dwg#,#N/A,W11684,*,,,,,,,,ACOM,,,,,*,,,,W,,15-Mar-17,W11684
#N/A,W11685.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11685.xlsm#,#N/A,W11685.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11685.dwg#,#N/A,W11685,*,,,,,,,,"FAUSTEL, INC.",,,,,*,,,,W,,15-Mar-17,W11685
W11686.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11686.xlsx#,#N/A,#N/A,W11686.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11686.dwg#,#N/A,W11686,*,7.885,7.885,114.173,114.1,1.5753,1.5749,5,UNKNOWN,"114""","SWISS KRONO - BARNWELL, SC","SWISS KRONO - BARNWELL, SC",PO108661501,*,,15-Mar-17,,W,,15-Mar-17,W11686
W11687.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11687.xlsx#,#N/A,#N/A,W11687.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11687.dwg#,#N/A,W11687,*,7.885,7.885,66.929,66.92,1.5753,1.5749,5,UNKNOWN,"66""","SWISS KRONO - BARNWELL, SC","SWISS KRONO - BARNWELL, SC",PO108661601,*,,15-Mar-17,,W,,15-Mar-17,W11687
W11688.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11688.xlsx#,#N/A,#N/A,W11688.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11688.dwg#,W11688_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11688_SCANNED.PDF#,W11688,*,8,8,69,69,2,1.999,3,"DRI-TEC UNLIMITED, LLC","69""","BEMIS, OH","BEMIS, OH",PO108142002,*,,28-Mar-17,,W,,15-Mar-17,W11688
W11689.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11689.xlsx#,#N/A,#N/A,W11689.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11689.dwg#,W11689_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11689_SCANNED.PDF#,W11689,*,6.016,6.016,33.071,33.07,1.969,1.9686,5,UNKNOWN,"33""",MacKAY MITCHELL- IOWA,MacKAY MITCHELL- IOWA,PO15883502,*,,,,W,,15-Mar-17,W11689
W11690.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11690.xlsx#,#N/A,#N/A,W11690.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11690.dwg#,W11690_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11690_SCANNED.PDF#,W11690,*,12,12,69,69,3.002,2.999,3,"DRI-TEC UNLIMITED, LLC","69""","MONDI, NJ","MONDI, NJ",106-454C  MODIFIED,*,,7-Apr-17,,W,,7-Apr-17,W11690
#N/A,#N/A,#N/A,W11691.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11691.dwg#,#N/A,W11691,*,,,,,,,,,,,,,*,,,,W,,15-Mar-17,W11691
#N/A,W11692.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11692.xlsm#,#N/A,W11692.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11692.dwg#,W11692_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11692_SCANNED.PDF#,W11692,*,11.279,11.27,27.953,27.95,1.7717 RACE,1.7711 RACE,4,"ETI CONVERTING EQUIPMENT, INC.",GRAVURE PLATE CYLINDER,,SPECIALTY PRINTING,B08918-BLANK,0,,21-Apr-17,,W,,15-Mar-17,W11692
W11693.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11693.xlsx#,#N/A,#N/A,W11693.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11693.dwg#,W11693_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11693_SCANNED.PDF#,W11693,*,4.909,4.909,26,26,1.438,1.4375,3,CONDE,"26""",LSC COMMUNICATIONS,LSC COMMUNICATIONS,PO,*,,27-Apr-17,,W,,7-Apr-17,W11693
W11694.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11694.xlsx#,#N/A,#N/A,W11694.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11694.dwg#,#N/A,W11694,*,4.727,4.727,29.528,29.52,1.3785,1.3781,3,BIELOMATIK,"29""",LSC COMMUNICATIONS,LSC COMMUNICATIONS,PO101323902,*,,5-May-17,,W,,15-Mar-17,W11694
#N/A,W11695.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11695.xlsm#,#N/A,W11695.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11695.dwg#,W11695_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11695_SCANNED.PDF#,W11695,*,10,10,66,66,2.25,2.249,3,TEKRA,"66""",,BRADY CORP.,LR5-383A,*,,12-May-17,,W,,12-May-17,W11695
W11696.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11696.xlsx#,#N/A,#N/A,W11696.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11696.dwg#,W11696_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11696_SCANNED.PDF#,W11696,*,8.516,8.516,61,61,2.25,2.249,4,EGAN,LM-31,"PRINTPACK, INC. - PRESCOTT, AZ","PRINTPACK, INC. - PRESCOTT, AZ",EG 1300 01,*,,23-May-17,,W,,24-May-17,W11696
#N/A,W11697.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11697.xlsm#,#N/A,W11697.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11697.dwg#,#N/A,W11697,*,5.118,5.118,48.819,48.81,1.3785,1.3781,5,UNKNOWN,"48""",PLASTIEXPRESS,PLASTIEXPRESS,PO,*,,12-Jun-17,,W,,24-May-17,W11697
W11698.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11698.xlsx#,#N/A,#N/A,W11698.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11698.dwg#,W11698_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11698_SCANNED.PDF#,W11698,*,7.88,7.88,51.575,51.57,1.9689,1.9683,7,FISCHER & KRECKE,CP 1/4,"GRAPHIC PACKAGING - LAWRENCEBERG, TN","GRAPHIC PACKAGING - LAWRENCEBERG, TN",PO102692007,*,,14-Jun-17,,W,,14-Jun-17,W11698
#N/A,W11699.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11699.xlsm#,#N/A,W11699.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11699.dwg#,#N/A,W11699,A,10.236,10.23,114.961,114.9,2.5591,2.5586,7,UNKNOWN,"114""",MERCURY PAPER,MERCURY PAPER,PO108683201,*,,9-Jun-17,,W,,24-May-17,W11699
#N/A,W11700.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11700.xlsm#,#N/A,W11700.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11700.dwg#,W11700_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11700_SCANNED.PDF#,W11700,*,9.817,9.817,98.425,98.42,2.3622,2.3615,9,TECASA,MODEL #2500,,CHILEMPACK S.A./CARTONES AMERICA,0786.00,*,,14-Jun-17,,W,,23-Jun-17,W11700
#N/A,W11701.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11701.xlsm#,#N/A,W11701.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11701.dwg#,W11701_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11701_SCANNED.PDF#,W11701,*,9.817,9.817,114.173,114.1,2.3622,2.3615,9,TECASA,MODEL #2900,,,0786.10,*,,14-Jun-17,,W,,23-Jun-17,W11701
#N/A,W11702.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11702.xlsm#,#N/A,W11702.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11702.dwg#,W11702_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11702_SCANNED.PDF#,W11702,*,9.817,9.817,125.984,125.9,2.3622,2.3615,9,TECASA,MODEL #3200,,,0786.20,*,,14-Jun-17,,W,,23-Jun-17,W11702
#N/A,W11703.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11703.xlsm#,#N/A,W11703.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11703.dwg#,W11703_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11703_SCANNED.PDF#,W11703,*,9.817,9.817,145.669,145.6,2.3622,2.3615,9,TECASA,MODEL #3700,,,0786.40,*,,14-Jun-17,,W,,23-Jun-17,W11703
#N/A,W11704.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11704.xlsm#,#N/A,W11704.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11704.dwg#,W11704_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11704_SCANNED.PDF#,W11704,*,9.817,9.817,149.606,149.6,2.3622,2.3615,9,TECASA,MODEL #3800,,,0786.50,*,,14-Jun-17,,W,,23-Jun-17,W11704
#N/A,W11705.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11705.xlsm#,#N/A,W11705.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11705.dwg#,W11705_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11705_SCANNED.PDF#,W11705,*,9.817,9.817,82.677,82.67,2.3622,2.3615,9,TECASA,MODEL #2100,,,0786.60,*,,23-Jun-17,,W,,23-Jun-17,W11705
#N/A,#N/A,#N/A,W11706.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11706.dwg#,#N/A,W11706,*,,,,,,,,,,,,,*,,,,W,,24-May-17,W11706
W11707.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11707.xlsx#,#N/A,#N/A,W11707.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11707.dwg#,#N/A,W11707,*,,,,,,,,,,,,,*,,,,W,,24-May-17,W11707
#N/A,W11708.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11708.xlsm#,#N/A,W11708.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11708.dwg#,W11708_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11708_SCANNED.PDF#,W11708,*,5.01,5.01,62,62,1.3785,1.378,3,WOLVERINE,"62""",,WOLVERINE,W152-A,*,,25-Jul-17,,W,,2-Aug-17,W11708
#N/A,W11709.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11709.xlsm#,#N/A,W11709.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11709.dwg#,W11709_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11709_SCANNED.PDF#,W11709,*,4.295,4.295,41.181,41.18,1.1811,1.1801,3,UNKNOWN,"41""",PRODUCEMPAQUE,PRODUCEMPAQUE,PO,*,,27-Jul-17,,W,,18-Aug-17,W11709
#N/A,W11710.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11710.xlsm#,#N/A,W11710.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11710.dwg#,W11710_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11710_SCANNED.PDF#,W11710,*,6.22,6.22,66.142,66.14,1.5755,1.5749,4,FEVA,"66""",GILPA IMPRESORES,GILPA IMPRESORES,PO,*,,14-Aug-17,,W,,18-Aug-17,W11710
#N/A,W11711.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11711.xlsm#,#N/A,W11711.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11711.dwg#,W11711_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11711_SCANNED.PDF#,W11711,*,8.504,8.504,44.173,44.17,1.9685,1.9693,5,LAMINADORA INTA-ROTO,"44""",ALUMINIOS DEL URUGUAY,ALUMINIOS DEL URUGUAY,1623,*,,7-Sep-17,,W,,18-Aug-17,W11711
W11712.XLSX#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11712.xlsx#,W11712.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11712.xlsm#,#N/A,W11712.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11712.dwg#,#N/A,W11712,*,8.287,8.287,62,62,2.438,2.437,3,UNKNOWN,"62""","HAZEN PAPER, MA","HAZEN PAPER,MA",PO109202901,*,,28-Aug-17,,W,,18-Aug-17,W11712
#N/A,W11713.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11713.xlsm#,#N/A,W11713.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11713.dwg#,#N/A,W11713,*,8.765,8.765,33.031,33.03,2.166,2.1655,3,UNKNOWN,"33""","LETICA - PITTSTON, PA","LETICA - PITTSTON, PA",PO100385709,*,,12-Sep-17,,W,,15-Sep-17,W11713
#N/A,W11714.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11714.xlsm#,#N/A,W11714.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11714.dwg#,#N/A,W11714,*,,,,,,,,,,,,,*,,,,W,,15-Sep-17,W11714
#N/A,W11715.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11715.xlsm#,#N/A,W11715.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11715.dwg#,#N/A,W11715,*,,,,,,,,,,,,,*,,,,W,,15-Sep-17,W11715
#N/A,W11716.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11716.xlsm#,#N/A,W11716.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11716.dwg#,#N/A,W11716,*,7.811,7.811,87,87,2.1875,2.187,4,WOLVERINE,"87""",,VALFILM - OHIO,PO105130602,*,,3-Oct-17,,W,,4-Oct-17,W11716
#N/A,W11717.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11717.xlsm#,#N/A,W11717.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11717.dwg#,W11717_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11717_SCANNED.PDF#,W11717,*,3.76,3.76,49.213,49.21,1.1815,1.1809,7,NOVAGRAF,FL-40,,PLASTIGOMEZ,PO,*,,16-Oct-17,,W,,17-Oct-17,W11717
#N/A,W11718.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11718.xlsm#,#N/A,W11718.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11718.dwg#,#N/A,W11718,*,4.252,4.252,50,50,1.1815,1.1812,3,UNKNOWN,"50""",,,PO,*,,24-Oct-17,,W,,17-Oct-17,W11718
#N/A,W11719.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11719.xlsm#,#N/A,W11719.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11719.dwg#,W11719_SCANNED.PDF#\\NCFS01\DEPARTMENTS\ENGINEERING\SCANNED_DRAWINGS\W11719_SCANNED.PDF#,W11719,*,6.913,6.913,51.575,51.57,1.969,1.9686,5,UNKNOWN,"51""","CROSS LINK, JAPAN","CROSS LINK, JAPAN",PO,*,,27-Oct-17,,W,,17-Oct-17,W11719
#N/A,W11720.XLSM#\\NCFS01\DEPARTMENTS\ENGINEERING\Roll Weights\W11720.xlsm#,#N/A,W11720.DWG#\\NCFS01\DEPARTMENTS\ENGINEERING\EM DRAWINGS\W11720.dwg#,#N/A,W11720,*,9.001,9.001,69,69,2,1.999,3,UNKNOWN,"69""","BRYCE - SEARCY, AR","BRYCE - SEARCY, AR",PO103516602,*,,14-Nov-17,,W,,17-Oct-17,W11720
